Timestamp_ms,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Unbiased_Filt_Accel_X,Unbiased_Filt_Accel_Y,Raw_Omega_Z_degs,Unbiased_Omega_Z_rads,IMU_Roll_deg,IMU_Pitch_deg,IMU_Yaw_deg,GPS_Lat,GPS_Lon,GPS_GroundSpeed_kmh,GPS_Satellites,GPS_HDOP,GPS_Local_X_m,GPS_Local_Y_m,EKF_ap_X_m,EKF_ap_Y_m,EKF_av_X_mps,EKF_av_Y_mps,EKF_q_W,EKF_q_X,EKF_q_Y,EKF_q_Z,EKF_ba_X_mps2,EKF_ba_Y_mps2,EKF_bg_Z_rads,EKF_Yaw_deg,P_ap_X,P_ap_Y,P_av_X,P_av_Y,P_q_W,P_ba_X,P_ba_Y,P_bg_Z,R_delta_pos_X,R_delta_pos_Y,Q_av,Q_q,Q_ba,Q_bg,ZUPT_Actived,EKF_Status,Delta_T_s
13882,0.0335,0.0239,9.8048,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,45.23,1.4822,0.5208,0.0208,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14087,-0.0574,-0.0718,9.7856,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,46.7255,1.513,0.5213,0.0213,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14292,-0.0144,-0.0048,9.3933,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,48.2524,1.5451,0.5217,0.0217,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14497,-0.0574,-0.0813,9.7665,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,49.8119,1.5785,0.5221,0.0221,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14702,0.0574,0.0813,9.8479,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,51.4006,1.6133,0.5226,0.0226,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14908,0.0766,0.0718,9.8239,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,53.025,1.6494,0.523,0.023,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15113,-0.1005,-0.0383,9.733,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,54.6772,1.6869,0.5235,0.0235,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15318,0.0766,0.0239,9.8096,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,56.36,1.7258,0.5239,0.0239,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15522,-0.0287,-0.0287,9.7809,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,58.0741,1.7661,0.5243,0.0243,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15727,0.0526,0.0718,9.8574,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,59.8214,1.8079,0.5248,0.0248,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15932,-0.0622,-0.0766,9.7713,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,61.6001,1.8513,0.5252,0.0252,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16137,-0.0191,-0.0909,9.7952,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,63.4124,1.8961,0.5256,0.0256,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16343,-0.0431,0.0239,9.7091,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,65.255,1.9425,0.5261,0.0261,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16548,0.0574,0.0383,9.7809,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,67.1295,1.9905,0.5265,0.0265,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16753,-0.0861,-0.0383,9.6947,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,69.0354,2.04,0.5269,0.0269,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16958,-0.0813,-0.0766,9.7282,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,70.9733,2.0912,0.5274,0.0274,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
17162,0.0431,0.0622,9.7952,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,72.9423,2.144,0.5278,0.0278,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
17367,-0.0335,-0.0718,9.6995,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,74.9429,2.1985,0.5282,0.0282,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
17572,-0.0191,0.0048,9.8287,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,76.9765,2.2547,0.5287,0.0287,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
17777,0.0526,0.0479,9.8,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,79.0422,2.3127,0.5291,0.0291,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
17982,-0.0622,-0.0431,9.7761,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,81.1401,2.3724,0.5295,0.0295,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
18187,0.0718,0.0479,9.9531,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,83.2696,2.4339,0.53,0.03,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
18392,-0.0718,0.0,9.7761,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,85.4305,2.4972,0.5304,0.0304,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
18597,0.0574,0.0622,9.8813,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,87.6243,2.5623,0.5308,0.0308,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
18802,-0.0431,-0.0574,9.7617,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,89.8495,2.6293,0.5313,0.0313,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
19007,-0.0909,-0.0574,9.7474,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,92.1089,2.6982,0.5317,0.0317,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
19212,-0.0191,-0.0526,9.7426,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,94.3996,2.7691,0.5321,0.0321,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
19418,-0.0574,-0.0048,9.8,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,96.7216,2.8418,0.5326,0.0326,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
19623,0.0479,0.0766,9.7856,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,99.0835,2.9168,0.533,0.033,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
19828,0.0383,0.0,9.7856,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,101.4724,2.9936,0.5335,0.0335,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
20033,-0.0096,-0.0909,9.6852,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,103.8905,3.0723,0.5339,0.0339,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
20238,0.1148,0.067,9.8335,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,106.3441,3.1532,0.5343,0.0343,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
20443,-0.0431,-0.0861,9.7474,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,108.8257,3.236,0.5348,0.0348,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
20648,-0.067,-0.0574,9.7426,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,111.3398,3.3209,0.5352,0.0352,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
20853,-0.0383,0.0048,9.7474,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,113.8884,3.408,0.5356,0.0356,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
21059,-0.0526,-0.067,9.6804,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,116.4726,3.4974,0.5361,0.0361,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
21264,-0.0766,-0.0335,9.7761,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,119.0849,3.5888,0.5365,0.0365,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
21469,-0.0431,0.0191,9.7713,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,121.7353,3.6826,0.5369,0.0369,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
21674,0.0479,0.0622,9.7952,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,124.4115,3.7784,0.5374,0.0374,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
21879,0.0526,0.0574,9.8191,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.02,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,127.1175,3.8764,0.5378,0.0378,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
22084,-0.0526,-0.0287,9.7187,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,129.8602,3.9768,0.5382,0.0382,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
22289,-0.0766,-0.0191,9.7282,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,132.637,4.0795,0.5387,0.0387,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
22494,-0.0622,-0.0048,9.7187,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,135.443,4.1845,0.5391,0.0391,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
22699,-0.0526,-0.0526,9.7761,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,138.2816,4.2918,0.5395,0.0395,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
22904,-0.0861,-0.0574,9.7091,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,141.1528,4.4016,0.54,0.04,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
23109,0.0096,0.0431,9.8431,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.04,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,144.0611,4.5139,0.5404,0.0404,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
23314,0.0718,0.0239,9.7809,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.05,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,147.0005,4.6286,0.5408,0.0408,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
23519,-0.0766,-0.0479,9.7234,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.05,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,149.9715,4.7457,0.5413,0.0413,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
23724,0.0096,-0.0383,9.8191,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.05,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,152.9793,4.8655,0.5417,0.0417,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
23930,0.0431,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.05,0.03,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,156.0166,4.9877,0.5422,0.0422,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
